kpx_group_1,kpx_group_2,kpx_group_3
2634.97988270153,3489.6863585472242,2029.312235524089
2124.1502615496765,2773.3858079027846,781.1269058026586
1672.2600546539009,2002.8715504699476,598.6285302087726
1127.8299852400926,1501.9309996853044,377.2779340919581
1183.3847860921555,1187.635634976198,235.27012391455253
762.6800778796295,803.7064478240251,48.54556475007826
589.9464642642806,715.6009940992739,21.188889546794783
390.15242404285505,225.93266058271269,42.39415186715107
315.2140686769271,219.9557864445782,68.10436631572615
32.24778978702516,91.72059413460948,0.0
82.14895702664643,83.00824083638841,0.0
16.298753837964128,173.667842836058,0.0
249.82171583851937,284.78702481372414,0.0
170.23376947400257,506.3080164813524,331.9869630357137
1703.3034165131808,1878.5055486680367,1180.9102772970507
2985.220080091453,3048.1888560121183,1881.3795291552265
3968.8000643897967,4810.217155156488,2487.829199915128
5058.315076763758,5876.6256131778855,4084.6294741430006
9603.229139210127,11479.095370371462,6473.970859288592
13973.915492528598,14765.538168907713,9894.133577180675
16524.235331228938,17534.27858574519,11646.668967785428
16000.524833186486,17390.461726214635,12013.53325570201
15973.486087185649,17627.79663784711,12372.567312233075
17225.006072383414,19687.37436443516,15386.523813433929
15623.01648354319,17830.532120519787,14363.623070809668
19593.685923350473,19913.199291577217,15303.486552472154
17894.64432715705,18966.291092898973,14702.488800764797
17642.93818876654,18211.658524722778,15000.065388099096
19361.59175561314,19529.323022358538,15009.976201511368
19375.774409811085,19452.14154672062,13894.491335141372
18646.325121883034,19656.883453457045,14370.333927593188
18028.414786106412,18811.05407429526,14255.068144319042
16945.754032764416,17121.74863441339,14336.080875450636
15869.762208757924,16309.873266699347,14753.549076728224
15699.182932274123,16447.499927297,15217.927303024591
15735.683132238108,16893.21192944728,15163.66187425816
17273.54129624722,18102.89377824762,15028.621984160218
17692.2952446718,18245.925322586223,14417.8063181777
16626.0605986557,18414.536018328865,12757.528090843998
15234.522329163321,17762.145337323218,12632.73155599036
16015.716372699917,16528.04098344398,11974.467857087282
14437.265299693941,16895.680836723346,11100.234182658714
15061.265977004781,17626.525532816682,11377.235257661365
13327.6992811431,14773.435595121478,9313.46059107529
13147.258434696849,12016.285662549511,7116.870169249637
11381.963872636004,10693.556830875055,6024.587996640354
9628.428221508988,9520.06455302168,5287.149829630936
10099.81394265507,9064.738488328756,5079.836101927247
9490.930001729059,9054.657822302399,4549.899532566501
7471.14875641179,6608.6212871861635,4299.40852509996
8613.393996916564,8223.100941162182,4481.417232806149
8922.350975892568,8558.539254912923,4857.310049190754
10277.66084690305,8981.199567376885,5200.754610778213
9867.694949077377,8859.87246962042,5042.854737884873
6444.120640978245,6642.474228474748,3547.552064928819
5912.116662409185,6579.114682894405,3360.1968373406253
7135.296008299873,6552.033939987952,4007.1952673873448
8482.552275499893,8082.331330746269,5427.125241629552
9319.026391721589,9333.229905136744,6764.5919036742525
10542.172741451117,11475.985272560638,8353.35903594473
10372.12155451932,10930.711395796854,9232.473161802916
10199.166551281862,9944.80785219166,9152.688464083283
11199.945118120384,10032.07791591091,9002.25577819734
11751.028896036974,10428.065562632371,9637.362780543126
10396.557770330159,11148.545106642176,9363.921491273586
10759.777662359624,9656.573390427702,8634.363864074272
11396.120520696388,11700.790326567287,9206.790456186864
13272.292206221238,14301.759015914702,11795.865917912792
10888.343356077368,12555.200929008766,10284.079522737758
9618.52630283727,10677.029728853553,7211.601939063078
9072.77918708246,9895.745204364792,7435.420387482283
9054.969639015102,10351.560919381047,7238.088127700411
9596.581761740663,10928.48567425586,7302.530390845494
6310.561414943847,6659.399228091845,5364.909562806915
8366.708119787123,8439.797249583271,6146.441642311062
9197.160682378457,9752.304397405578,5890.99323538248
11804.129089770879,11201.28321346253,5959.018413443333
12371.112610795713,12356.150504787764,7068.391488205903
13537.689729141668,13458.56546716709,8128.908349966984
14664.876892619748,14003.337598349626,8392.696774312422
15029.127257407014,13891.764094085012,8986.224625578228
14372.093006059606,14199.793018250604,9339.268750545556
14640.565541460432,15208.627672671893,10761.560174584103
13061.516620902548,13741.850858205427,9502.094322755209
10932.639500326499,12246.685494525762,9000.523085052355
12234.170350399165,12782.783237464897,10381.454587950906
12492.513900849717,13836.686327564008,11426.486199439489
15560.07425790983,16070.30691349018,12420.48596528954
17066.796977334616,16689.369646334842,14525.041642866952
17929.54401843704,17541.64233005185,15664.328865875405
17571.465582744568,17518.44128311657,17094.026089625797
17260.89503058341,18728.104010639097,17607.08884206624
18421.093748522315,20076.43216566003,17889.630869036282
18829.883716584278,20348.398293872677,17595.67195895485
19921.594998738397,20306.717289760534,17291.745281680876
19743.644994293783,20324.445159573363,17194.31183645528
19408.743323174524,20389.328129703918,17011.62951914749
20857.759052405432,20605.56738943841,16166.899805664263
20694.883025062572,20173.947282999663,15919.4297057833
21287.92696074013,19653.76682426518,13585.306300065837
20942.314384931655,19708.533894449418,11111.834045840822
20343.449494701494,19528.250380866353,14343.95199485084
20136.429077793502,19994.694262200515,12483.553558848138
20159.680584565212,19716.915916226106,9835.493630935638
19947.631253071588,19440.16359668852,9526.258345885322
19644.98560927599,19223.741542284843,10469.069015909754
19592.285551288165,19463.899374888024,14649.825993200988
19597.255937454745,19132.12290566899,15373.762422072765
18821.9008731507,19327.102033954885,15331.936630681384
18603.211085600822,18490.7849155169,15021.288578445565
18121.710618749454,18818.299579173156,14877.689063821475
16391.65699205587,17456.608580583557,14795.30830313732
15880.27739815596,16218.311873774976,13026.165395060663
14743.709070599058,14538.710366788791,13173.084947661768
14033.768484843755,14556.945028751747,12693.066645216812
13195.619304576769,15061.235376140636,12649.768833829768
13450.566252801369,16668.318535187933,12596.344194910613
13708.560405521754,15855.117746409149,12338.446742010656
14114.28408664353,15704.298940232222,11977.273446320334
14355.665888708478,15759.812554873874,13221.18757789652
13373.022736987201,15256.243362438645,10966.846995397147
12740.394896292104,12494.082169242027,8080.875680048481
11145.6623683241,12081.30713276068,7745.343408398981
10952.174165920225,12415.2140237091,7811.6162278829615
11593.53433408207,13179.832642545502,8566.126310911024
10940.24637310129,12453.065691588725,8258.291918251114
10524.270721279223,12838.146995191315,8644.531103928013
11094.296644125567,12401.947193753382,8699.450204731262
10073.31004759269,11849.542066999138,7978.018721232267
8812.81090143855,9646.625439029236,6148.617768630277
7708.383518032485,6658.331566927417,4570.95191051758
8152.665826190122,7295.42256115982,5484.397037566204
9296.667643146315,7798.922154934328,7766.147966342523
9187.554823165656,9068.96285365993,8135.568643550838
9203.263238314672,9373.144080362708,8109.522439644708
9545.094609089763,8402.220421269343,7804.665000495545
9202.83107744477,6840.789197733753,6698.392883541735
9089.420715429982,7343.012288154435,6023.409818993525
9402.953139309499,8659.07129026518,7380.163094664404
9835.965199680728,9816.58972446271,8146.825047321732
10621.009552783855,10097.221979609985,8570.743933598445
10175.16899225469,9994.901107965963,8360.949040841964
8612.866736629703,9055.278411445925,7615.354659579544
9054.74914601495,9171.601193094215,7107.527884753608
11022.403199495273,11156.535896814175,9017.647544241834
8553.130825086408,9496.495847584927,7608.166273014846
9583.114040004573,9792.883299927884,7870.369284450398
9909.990949749355,10282.472336229062,8045.438008960579
10554.46955113858,10477.344476808988,8134.236212999459
10382.763378599013,10289.045270879244,8160.029485629302
10663.658080887157,10980.721610417604,8144.343059238727
11380.633199358703,11747.10187714705,9401.410783342915
13110.748192796882,14015.023559494535,11258.023406728666
13574.593002506756,16098.498145006548,13361.6121932493
14228.208331370053,17252.69284641422,14275.455997739564
14250.853057502414,15869.598213064242,13115.924759846464
14491.623670291792,15449.993673631849,12848.69990425392
14590.327971785928,15835.846641434682,13002.44504582018
14960.421678363784,16432.13646600136,13221.039880621232
15048.578054983165,17483.18017804131,12997.389148444394
15749.106923208206,17668.541885487437,12884.94498254658
15819.276584170899,17302.402166029842,13207.54060171404
15320.283356664253,16630.832902781145,13214.130549590893
14597.619339557155,15296.114311436198,12237.79807872339
13391.113771985327,14062.388804579736,10510.71944520675
11530.917585959953,10298.82608567518,7241.944049134003
9606.602489552562,9615.578845373426,4559.260413220319
8581.981059456273,9590.685984634936,4363.9222594267385
6878.362872121301,7493.5601930306875,3430.80544464497
6692.05148277827,5984.06668317596,3098.3059011362666
7113.353674721854,6477.588337644752,3713.680212297798
7758.592853519415,7120.019290633818,4016.480828693276
8018.863593070771,6229.289568076235,4182.784517066801
7998.481722705736,5868.113085866025,4793.469542949336
9701.669813263597,7751.434277939612,5898.363247584744
10639.893402537617,9025.379507711914,6164.793773001923
10455.545727773846,8393.300108986074,6105.568252958288
10252.727781111405,9549.688007163444,4415.614714139213
8861.339289070498,7664.163119861002,4688.635506634013
8461.755048401554,7080.7767734033605,5121.824013775707
7127.522241512597,6553.213856224714,5410.363404888365
6415.104437307193,6698.1287598246745,6218.359783152812
7018.997823269365,7099.99526326486,6568.157558200057
7052.051794358571,7847.084301399773,7261.4129307543135
9174.94907502333,9587.315704509023,8659.961277790928
14127.724651472821,14274.36977044785,11800.06740963513
18364.702355288606,17384.456790687458,14219.661628827547
18483.213521279064,18873.825657590292,15883.35474826839
19570.385761549944,19243.43095990873,16371.759590874788
19886.015171465016,19785.404985162084,17174.179867647345
19902.05126650395,19674.3001297132,16811.746803520226
19355.23762230217,19588.10948064784,16929.63763983857
19625.946120544606,19802.806343930006,17018.576746065817
19969.578283442515,19150.66299507283,15575.999055503751
19577.13656156287,19393.779942748293,15352.263505821296
20404.37606627666,19603.658195112417,15019.339309199093
19968.967268678927,19109.403027822875,14607.25999265826
18575.563508331925,18771.51084589648,13781.305821814438
18035.328241010662,18360.63368474944,14044.428009270388
18193.337727116585,18507.53029369107,13944.17036341909
17916.521483094348,18205.105991065426,13393.663466704422
17183.16496844507,18036.039420368328,13395.600111294028
13637.78019781305,13134.580023727865,10114.412257291477
9658.815728390144,9762.096645495449,7200.131121397701
8133.621772900954,8740.818081636782,6343.025987343137
8305.931114623538,8515.255539969898,6492.617411652143
7859.626880801395,9228.013176553171,5317.730742806024
6654.316570164898,8493.666596946914,5923.064469679243
6081.694881008204,7696.086730879723,5494.585257690173
5322.035353541279,6316.442548778747,4546.942346024855
5823.822379221836,6658.641879897941,5084.998985258726
6513.729219171273,7961.964021396302,5839.339131084043
6218.295670212901,7399.820348977696,4382.901184715106
5211.660895604437,5481.378541910639,3395.567990782848
5136.284885808159,5112.893701240908,2631.537654732744
4234.334066034249,4014.9907488444683,2657.380400602265
3391.454849782862,3593.6093539954977,1721.4073469495272
1981.7090791104988,1986.76867750405,1430.1192998370088
1111.786900411701,912.921414762569,625.0488900398416
1133.936712044273,993.7657397221446,643.1848024071709
950.4993105758632,933.4487216518744,932.7629117013936
959.0109230074725,959.4099393130055,193.272930730244
1058.2297071131352,1507.544101435323,611.0208636306438
1992.2805519563294,2345.1900700194647,1294.133155341037
1561.5818693184824,2319.7675337531105,961.4244398875308
1690.3281730572305,2124.9768511438588,973.6055326640871
778.457214435972,953.847213880544,282.9982399450638
400.474722814032,1081.4718264286184,461.9760236654121
530.5383957023357,1436.9550193001692,511.2200886189112
344.38286280477246,1301.5352364684509,601.8744798570282
0.0,1069.3456962725768,301.9308120234835
0.0,587.3716825785489,219.57396952161392
54.55736060146349,444.375350699608,192.0883784594953
376.72722924924,427.0157696050274,347.35284671152715
414.8428434648773,300.7343659632335,295.33922486682445
1137.59418283881,841.0764932573043,218.45542027649668
1009.5124345910241,2214.2889444187654,1073.0135773250372
3682.9050501716606,4834.5835214166345,1876.9296257426497
5783.259996630612,6777.494179606584,2904.045838401219
6276.522498242153,7357.596530729458,3565.324376512203
6542.21710937775,8571.81448563736,4266.468073412522
14651.06671568029,15597.57522153028,9491.208112621936
16951.853927535172,18122.263892874817,13319.361810405097
18148.294864640284,18835.716454667756,15102.759046570034
19875.149330402408,20129.36514949979,16925.757481527802
19384.63442543523,20635.140805050447,17033.89224537107
20164.761847380087,20469.246890733273,17108.785113497102
19858.079856080432,20070.124839909975,16736.3835187054
19999.69783168108,20166.473733524555,16109.451803213124
19703.266670405235,19844.352901266866,16518.657227269803
18957.416299741762,19333.779922908023,16643.868718222482
18719.15569251344,19156.952847059885,15799.894703206784
18980.747028267182,19400.699014201542,15670.043601439214
17944.344261344937,18960.554692459213,15829.40177938007
18147.611440260385,19283.246781656006,15125.987287679847
18069.52415771194,18763.483329505274,14665.270530734811
18293.4028812846,19047.0069675215,13676.395131714557
18437.01363950522,19343.8602940677,14229.69129354704
18775.344751128,19115.169077090242,14465.868072070089
18937.112387104004,19255.824193174394,14213.747944331915
19472.022698880013,19175.591015328173,13977.061261699895
19308.17830693018,18939.59580511952,14274.956509668817
19177.209019954047,18659.98493073529,13546.329114093314
19026.62786417916,18556.20610930437,13129.565979630388
18747.891710154578,18757.57715362628,13073.872390642671
18074.898163485126,18541.92754726664,12861.541141378244
18343.73380581782,18949.580565813394,12776.9344645237
17803.893483964333,19333.461717933777,13153.533033721476
18057.911990170553,19319.67548027091,11885.480828873146
17705.110581114423,19152.414713057016,11300.704902802754
16738.959661115114,19338.78858401102,12677.999561701115
16354.866485602379,18665.18009099533,12761.03557834801
15488.770145947828,18788.234478545506,12560.215157249766
15991.912851730356,17947.10215340843,14080.30688784016
12655.257508176735,14517.89623022706,11046.160045879717
10045.576026117562,10381.39162368914,7480.267519074912
8039.040766042324,8668.759488656136,6961.956288528539
8096.998404023285,8941.778749607025,8171.013255386361
8383.630904431866,6911.967808736438,7888.626187869443
9406.308232630536,9442.619592625995,9090.439080428469
11707.458743513615,11463.296877174556,11263.843538672018
12876.195885538616,13414.911519727972,12441.854314134183
13843.938185205136,15274.507333453661,12734.893705407823
16283.104693970561,16772.805519762973,14837.835057408249
17150.877193254935,17841.208456790166,14435.417616112534
17260.415331554406,18217.691114594316,15318.327207486593
16381.298896817189,17558.49412890861,15890.698141781106
15170.447712736479,16641.534426994218,13432.830639568698
14795.636510616709,16089.01932011752,11923.681359189304
15824.68111400689,17518.97307214213,14663.382694795348
15619.356168196171,17658.65293113562,13965.58675062237
15161.857905560792,17537.698564151626,14289.580962277698
16047.141728057835,17224.988005793974,13061.306602028708
16145.991254101547,17258.899633104516,13285.01860196389
15566.406168107156,17491.634104769837,13336.827851410186
15351.618204391283,15750.41406632871,13380.258011919224
10964.603768707773,11240.14695692706,7204.353950389925
6512.136982379729,6047.54446372407,4068.2625350305866
3361.859238270285,2932.939376346398,1647.670178316294
1417.8168516276758,1446.9152698476857,926.6424898932884
393.27052454018957,813.2879109780091,291.91570299186566
349.13892176538553,695.2022579895016,338.56266267172543
290.91859829385,458.48894577624355,0.0
340.0873447358341,382.86326371541065,203.45347523339572
72.6578582853088,257.9477728735533,194.9719938200468
137.46196729309318,442.2870064387486,191.94366025398745
0.0,180.9824881284773,309.149411092527
764.8232756699092,966.1578963859777,324.546689744354
3596.6297797058464,3863.095975302253,2692.228014031621
5528.001912281817,6624.866300901409,4066.730044008964
8186.0800894811455,8656.200458258241,4401.261398645215
12284.423943262342,11843.085450043573,7419.809268522168
16178.63487382273,17133.916660779396,12500.956075392209
17108.553260772664,17488.979181065435,14483.745177971983
20099.97063125061,18946.751551567773,16755.333946677452
20038.35491259961,19261.583308897865,16055.320110377186
17914.483650629172,17785.56396780561,14870.783229303514
18001.78612841858,18644.870773296676,15021.290882475652
17920.213620520884,18497.392852469726,14014.13681419206
19197.576271810784,19135.998506532742,13431.532307258536
19211.714604643792,18766.839066716562,14027.477411886408
18924.092047783306,19076.297261864038,13546.405588011132
17983.072885920246,19178.36706578953,12100.475461311224
17910.95690088132,19285.48853482245,12215.746388581276
17563.33029574256,18910.204946869322,11637.470583273102
17341.618583499243,18717.911186857644,11994.254583945429
16567.25826954544,18578.76762110313,12751.198669758882
15943.854407321578,18283.470606643165,17114.13043005192
16617.557824590625,18798.559037515355,16398.672361403682
16622.90736163476,18999.374779918784,13863.152463337994
16514.384396811507,17774.019369997735,14061.218040039228
14852.082237272934,14791.968259429816,12735.363923071762
10959.639675952818,11567.756965032728,9752.902730773169
8528.421240418387,10225.962816770536,6907.2037706236015
7676.690994769994,8346.325825849504,4867.551165669543
4713.128199954436,3959.976114344702,2911.097593396288
2766.566989337602,1995.986645063655,2224.742807576591
2282.3149971614994,1480.497854973362,1671.117217964052
2689.9981025262996,1384.0992697855384,1856.4926172001408
2312.644704089618,1557.4119099095597,1712.4846106800871
2725.7341350734446,1738.0403878011998,2298.477050144308
2529.1339674838714,2007.4489556110896,1830.303639404672
2967.2636742337195,1817.8054453769562,2347.21428380592
3004.845734960061,2748.0219127062005,3024.722043275085
3378.7249451403986,3441.1649231953625,2817.6812578392737
3374.9396131943213,2889.2801174288297,2580.668250484047
3438.4433335098433,3022.704762099291,1792.2604805581643
3335.0682090688256,4735.05893214264,2457.9514049288164
4369.358389785383,4493.977315788402,2279.450410884511
4590.703827910485,4547.314495997055,2847.827850034825
4978.188577056905,5306.216823246097,4431.016406594723
5585.701831892686,7041.684019309501,5436.210387973003
5954.276197855045,7019.487449964271,4935.942301290141
4583.746901874324,5027.366798963108,4316.44488536888
6630.197360811303,5558.574270409616,3669.2869441390417
6415.854593914623,5864.64828100286,3254.6634792690284
5364.035170172394,6357.807605671843,3474.3913280519587
5172.562622360146,5825.509317517868,3123.3601329712983
6045.549954337627,5498.398872635491,3594.881579707314
5495.6194383943175,5297.8351159395015,2850.9635137699383
4261.784635619628,2656.7019458646473,1987.238074595268
11515.278952908218,12042.76127467469,5213.61782256119
10174.969151688201,12169.912718843094,5058.1364497330105
7669.578307233925,8603.893044889901,2719.61007921343
4781.853769033826,4316.099225593453,2155.955309546709
2747.225808947404,3343.153849190765,1659.7891509420044
1607.8890033010039,1419.3521914526002,1110.0420868823958
1261.7699447079715,1293.96937706662,681.5844071438102
765.7713189796866,776.686504703249,384.2906669279205
822.1680830699689,762.2849932026891,347.5134115720915
369.35150376560296,32.05439585014442,307.3391856353589
432.7525103815117,284.61837172894764,215.31881056093616
356.71575241431196,582.0002035152667,400.0336315203836
194.96983722684206,382.6389015967368,205.69736552964585
329.1020891336426,332.5266463482603,169.03089403518968
616.4451372694132,721.3179440791575,190.61503474020765
846.6287161480752,801.2639927158976,608.2411682106286
3269.1749170161315,1946.4034015291481,1792.593215602823
8443.014318861058,6302.6010760298395,5971.856833726067
12662.767444246321,12993.722329016251,8355.35252811097
14184.97103212169,14182.323686300842,9175.09532637007
15306.653014071422,14860.714020228494,9648.088664293502
17402.577442388658,16747.515582015192,12348.28927325251
18088.994472014347,18235.707713129243,13921.18379514819
19741.194550667264,19212.821269867378,14974.40418979884
20023.221746723535,20544.360598778912,16697.910237470485
19891.566470706326,20376.691702233376,17091.871506413885
20269.083875803055,20215.50311323914,16486.574371354796
20511.408609465598,19889.59282986023,16235.787151153603
20242.995425056015,19998.56804062045,15102.579993569483
20703.722297852557,20333.17837531816,15325.13295041226
20727.605491022994,20405.553494342905,15061.545690768
18492.509685645404,19395.128770651187,14821.266854273146
17542.43661678782,18012.644397373806,14645.359617174388
17002.420227444298,17977.064720700273,14811.244734399124
17424.66777355789,18870.632323345046,14475.74792832603
18096.59921920452,18677.649234047258,13980.533356139204
17841.58219186974,18634.851078835807,13983.263456737384
16976.961887692967,18562.10947097651,14150.163598089372
15931.378441275838,17254.990516201473,13066.88722479842
15866.193386105848,17216.942220682937,13422.395098352696
15444.199216697501,16762.084308587928,13136.00975672785
15538.821064876245,16326.869148708016,12024.794230152324
15694.191304153406,15818.068126717779,10883.530778381824
15491.473737982496,15379.699991634781,10406.502163451
15793.658704650972,17003.19005739001,12806.5218150951
