kpx_group_1,kpx_group_2,kpx_group_3
2963.9035759301937,3539.5792947191244,2029.312235524089
2534.6361868931417,2790.2136486825907,781.1269058026586
1884.539036522058,1943.1231886530181,598.6285302087726
1441.9257439281716,1466.1415944522573,377.2779340919581
1552.6945261435133,1148.2141185731161,235.27012391455253
1139.3987383121234,793.1223488399291,48.54556475007826
833.2465439531104,692.179701680492,21.188889546794783
753.1429876962652,216.76251465535984,42.39415186715107
567.987074094631,155.22016467535704,68.10436631572615
17.0871558828485,10.632290997518169,0.0
98.81586724614343,50.18267900605118,0.0
0.0,138.01011477191366,0.0
223.9386857726645,255.26896140753257,0.0
139.54647139735576,461.5134836796939,331.9869630357137
1672.616118436534,1834.3537304740685,1180.9102772970507
2954.5327820148063,2983.480021795339,1881.3795291552265
3939.2614368408344,4750.3466417465925,2487.829199915128
5022.764710708908,5806.533817056854,4084.6294741430006
9600.230809302264,11411.825297044707,6473.970859288592
13989.654038103527,14726.161045950064,9894.133577180675
16615.805274423386,17510.33127123288,11646.668967785428
16275.121339116222,17419.60807476121,12013.53325570201
16218.992184350167,17571.312375193207,12372.567312233075
17533.634643596048,19645.28856907429,15386.523813433929
15951.940176771854,17880.425056691685,14363.623070809668
20004.171848693935,19930.027132357023,15303.486552472154
18106.923309025206,18906.542731082045,14702.488800764797
17957.03394745462,18175.869119489733,15000.065388099096
19730.901495664497,19489.901505955455,15009.976201511368
19752.493070243578,19441.557447736523,13894.491335141372
18889.625201571864,19633.462161038264,14370.333927593188
18391.40534975982,18801.883928367908,14255.068144319042
17198.527038182117,17057.01301264417,14336.080875450636
15854.601574853747,16228.784963562255,14753.549076728224
15715.84984249362,16414.674365466664,15217.927303024591
15704.995834161462,16857.554201383136,15163.66187425816
17247.658266181363,18073.37571484143,15028.621984160218
17661.607946595155,18201.130789784565,14417.8063181777
16595.373300579053,18370.384200134897,12757.528090843998
15203.835031086675,17697.43650310644,12632.73155599036
15986.177745150955,16468.17047003409,11974.467857087282
14401.71493363909,16825.589040602317,11100.234182658714
15058.267647096918,17559.255459489927,11377.235257661365
13343.437826718027,14734.05847216383,9313.46059107529
13238.828377891297,11992.338348037203,7116.870169249637
11656.56037856574,10722.703179421631,6024.587996640354
9873.934318673506,9463.580290367776,5287.149829630936
10408.442513867707,9022.65269296789,5079.836101927247
9819.853694957723,9104.550758474299,4549.899532566501
7881.634681755255,6625.44912796597,4299.40852509996
8825.672978784722,8163.352579345252,4481.417232806149
9236.446734580648,8522.749849679876,4857.310049190754
10646.970586954409,8941.778050973804,5200.754610778213
10244.41360950987,8849.288370636325,5042.854737884873
6687.420720667075,6619.052936055966,3547.552064928819
6275.107226062595,6569.944536967052,3360.1968373406253
7388.069013717577,6487.298318218731,4007.1952673873448
8467.391641595716,8001.243027609177,5427.125241629552
9335.693301941086,9300.404343306407,6764.5919036742525
10511.485443374471,11440.327544496493,8353.35903594473
10346.238524453465,10901.193332390661,9232.473161802916
10168.479253205216,9900.01331939,9152.688464083283
11169.257820043738,9987.926097716942,9002.25577819734
11720.341597960329,10363.35672841559,9637.362780543126
10367.019142781197,11088.67459323228,9363.921491273586
10724.227296304773,9586.48159430667,8634.363864074272
11393.122190788525,11633.520253240531,9206.790456186864
13288.030751796166,14262.381892957053,11795.865917912792
10979.913299271817,12531.253614496458,10284.079522737758
9893.122808767006,10706.176077400129,7211.601939063078
9318.285284246978,9839.260941710887,7435.420387482283
9363.598210227738,10309.47512402018,7238.088127700411
9925.505454969327,10978.37861042776,7302.530390845494
6721.047340287312,6676.227068871651,5364.909562806915
8578.98710165528,8380.048887766341,6146.441642311062
9511.256441066536,9716.514992172531,5890.99323538248
12173.438829822237,11161.861697059448,5959.018413443333
12747.831271228206,12345.566405803667,7068.391488205903
13780.989808830498,13435.14417474831,8128.908349966984
15027.86745627316,13994.167452422274,8392.696774312422
15281.900262824718,13827.028472315791,8986.224625578228
14356.932372155428,14118.704715113512,9339.268750545556
14657.232451679929,15175.802110841556,10761.560174584103
13030.829322825903,13706.193130141282,9502.094322755209
10906.756470260643,12217.16743111957,9000.523085052355
12203.48305232252,12737.988704663238,10381.454587950906
12461.826602773071,13792.53450937004,11426.486199439489
15529.386959833184,16005.598079273399,12420.48596528954
17037.258349785654,16629.49913292495,14525.041642866952
17893.993652382193,17471.550533930822,15664.328865875405
17568.467252836705,17451.171209789813,17094.026089625797
17276.63357615834,18688.72688768145,17607.08884206624
18512.663691716763,20052.48485114772,17889.630869036282
19104.480222514016,20377.544642419252,17595.67195895485
20167.101095902915,20250.23302710663,17291.745281680876
20052.273565506417,20282.359364212498,17194.31183645528
19737.66701640319,20439.221065875816,17011.62951914749
21268.244977748895,20622.395230218215,16166.899805664263
20907.16200693073,20114.198921182735,15919.4297057833
21600.0,19617.977419032137,13585.306300065837
21311.624124983013,19669.112378046335,11111.834045840822
20720.168155133986,19517.66628188226,14343.95199485084
20379.729157482332,19971.272969781734,12483.553558848138
20522.671148218622,19707.745770298752,9835.493630935638
20200.40425848929,19375.427974919297,9526.258345885322
19629.824975371816,19142.653239147752,10469.069015909754
19608.952461507663,19431.073813057686,14649.825993200988
19566.5686393781,19096.46517760485,15373.762422072765
18796.017843084843,19297.583970548694,15331.936630681384
18572.523787524176,18445.99038271524,15021.288578445565
18091.023320672808,18774.147760979187,14877.689063821475
16360.969693979223,17391.89974636678,14795.30830313732
15850.738770606999,16158.44136036508,13026.165395060663
14708.158704544207,14468.618570667759,13173.084947661768
14030.770154935892,14489.674955424991,12693.066645216812
13211.357850151697,15021.858253182987,12649.768833829768
13542.136195995818,16644.371220675624,12596.344194910613
13983.15691145149,15884.264094955724,12338.446742010656
14359.790183808049,15647.814677578317,11977.273446320334
14664.294459921115,15717.726759513007,13221.18757789652
13701.946430215865,15306.136298610545,10966.846995397147
13150.88082163557,12510.910010021833,8080.875680048481
11357.941350192257,12021.55877094375,7745.343408398981
11266.269924608305,12379.424618476054,7811.6162278829615
11962.844074133427,13140.41112614242,8566.126310911024
11316.965033533783,12442.481592604629,8258.291918251114
10767.570800968053,12814.725702772534,8644.531103928013
11457.287207778978,12392.77704782603,8699.450204731262
10326.083053010394,11784.806445229917,7978.018721232267
8797.650267534373,9565.537135892144,6148.617768630277
7725.050428251981,6625.50600509708,4570.95191051758
8121.978528113475,7259.764833095675,5484.397037566204
9270.78461308046,7769.404091528137,7766.147966342523
9156.86752508901,9024.16832085827,8135.568643550838
9172.575940238026,9328.99226216874,8109.522439644708
9514.407311013118,8337.511587052562,7804.665000495545
9173.292449895807,6780.918684323858,6698.392883541735
9053.87034937513,7272.920492033403,6023.409818993525
9399.954809401635,8591.801216938424,7380.163094664404
9851.703745255656,9777.212601505062,8146.825047321732
10712.579495978303,10073.274665097677,8570.743933598445
10449.765498184426,10024.047456512539,8360.949040841964
8858.372833794221,8998.79414879202,7615.354659579544
9363.377717227588,9129.515397733348,7107.527884753608
11351.326892723937,11206.428832986076,9017.647544241834
8963.616750429874,9513.323688364733,7608.166273014846
9795.393021872731,9733.134938110954,7870.369284450398
10224.086708437435,10246.682930996016,8045.438008960579
10923.779291189938,10437.922960405907,8134.236212999459
10759.482039031505,10278.461171895147,8160.029485629302
10906.958160575987,10957.300317998823,8144.343059238727
11743.623763012114,11737.931731219698,9401.410783342915
13363.521198214587,13950.287937725314,11258.023406728666
13559.432368602578,16017.409841869456,13361.6121932493
14244.87524158955,17219.86728458388,14275.455997739564
14220.165759425769,15833.940485000097,13115.924759846464
14465.740640225937,15420.475610225656,12848.69990425392
14559.640673709282,15791.052108633023,13002.44504582018
14929.734380287138,16387.984647807392,13221.039880621232
15017.89075690652,17418.471343824534,12997.389148444394
