kpx_group_1,kpx_group_2,kpx_group_3
3375.0581924660232,3601.9454649339996,2029.312235524089
3047.7435935724734,2811.2484496573484,781.1269058026586
2149.8877638572544,1868.4377363818562,598.6285302087726
1834.5454422882706,1421.4048379109486,377.2779340919581
2014.3317012077105,1098.937223069264,235.27012391455253
1610.2970638527408,779.8922251098093,48.54556475007826
1137.3716435641477,662.9030861570147,21.188889546794783
1206.881192263028,205.29983224616876,42.39415186715107
883.9533308667608,74.30063746383058,68.10436631572615
0.0,0.0,0.0
119.64950502051468,9.150726718129647,0.0
0.0,93.43795469173322,0.0
191.58489819034594,218.37138214979308,0.0
101.18734880154724,405.52031767762077,331.9869630357137
1634.2569958407253,1779.163957731608,1180.9102772970507
2916.173659418998,2902.5939790243647,1881.3795291552265
3902.3381524046317,4675.508499984223,2487.829199915128
4978.326753140345,5718.919071905564,4084.6294741430006
9596.482896917434,11327.737705386264,6473.970859288592
14009.327220072188,14676.939642253004,9894.133577180675
16730.267703416448,17480.397128092492,11646.668967785428
16618.36697152839,17456.04101044443,12013.53325570201
16525.87480580581,17500.707046875825,12372.567312233075
17919.420357611845,19592.68132487321,15386.523813433929
16363.094793307682,17942.79122690656,14363.623070809668
20517.27925537327,19951.06193333178,15303.486552472154
18372.272036360402,18831.857278810883,14702.488800764797
18349.653645814717,18131.132362948425,15000.065388099096
20192.538670728696,19440.624610451603,15009.976201511368
20223.391395784194,19428.327324006405,13894.491335141372
19193.750301182903,19604.18554551479,14370.333927593188
18845.143554326587,18790.421245958718,14255.068144319042
17514.49329495425,16976.09348543264,14336.080875450636
15835.650782473525,16127.424584640892,14753.549076728224
15736.683480267991,16373.642413178743,15217.927303024591
15666.636711565652,16812.982041302956,15163.66187425816
17215.304478599046,18036.47813558369,15028.621984160218
17623.248823999347,18145.13762378249,14417.8063181777
16557.014177983245,18315.19442739244,12757.528090843998
15165.475908490866,17616.550460335464,12632.73155599036
15949.254460714752,16393.332328271717,11974.467857087282
14357.276976070529,16737.974295451026,11100.234182658714
15054.519734712088,17475.167867831482,11377.235257661365
13363.111008686688,14684.83706846677,9313.46059107529
13353.290806884357,11962.404204896819,7116.870169249637
11999.80601097791,10759.136115104851,6024.587996640354
10180.816940129152,9392.974962050395,5287.149829630936
10794.228227883501,8970.045448766807,5079.836101927247
10231.008311493551,9166.916928689174,4549.899532566501
8394.742088434587,6646.483928940727,4299.40852509996
9091.021706119918,8088.66712707409,4481.417232806149
9629.066432940748,8478.013093138567,4857.310049190754
11108.607762018606,8892.501155469952,5200.754610778213
10715.311935050488,8836.058246906205,5042.854737884873
6991.545820278112,6589.776320532489,3547.552064928819
6728.845430629358,6558.481854557861,3360.1968373406253
7704.035270489707,6406.378791007204,4007.1952673873448
8448.440849215494,7899.882648687813,5427.125241629552
9356.526939715459,9259.372391018485,6764.5919036742525
10473.126320778661,11395.755384416312,8353.35903594473
10313.884736871147,10864.295753132923,9232.473161802916
10130.120130609406,9844.020153387928,9152.688464083283
11130.898697447928,9932.736324974481,9002.25577819734
11681.982475364519,10282.470685644617,9637.362780543126
10330.095858344994,11013.83645146991,9363.921491273586
10679.789338736211,9498.86684915538,8634.363864074272
11389.374278403695,11549.432661582088,9206.790456186864
13307.703933764828,14213.160489259993,11795.865917912792
11094.375728264877,12501.319471356073,10284.079522737758
10236.368441179176,10742.609013083349,7211.601939063078
9625.167905702625,9768.655613393506,7435.420387482283
9749.383924243533,10256.867879819098,7238.088127700411
10336.660071505155,11040.744780642635,7302.530390845494
7234.154746966644,6697.261869846408,5364.909562806915
8844.335828990477,8305.36343549518,6146.441642311062
9903.876139426637,9671.778235631222,5890.99323538248
12635.076004886434,11112.584801555597,5959.018413443333
13218.729596768824,12332.336282073547,7068.391488205903
14085.114908441536,13405.867559224831,8128.908349966984
15481.605660839921,13982.704770013082,8392.696774312422
15597.866519596848,13746.108945104264,8986.224625578228
14337.981579775207,14017.344336192149,9339.268750545556
14678.0660894543,15134.770158553634,10761.560174584103
12992.470200230093,13661.620970061102,9502.094322755209
10874.402682678325,12180.26985186183,9000.523085052355
12165.12392972671,12681.995538661165,10381.454587950906
12423.467480177262,13737.34473662758,11426.486199439489
15491.027837237374,15924.712036502426,12420.48596528954
17000.33506534945,16554.66099116258,14525.041642866952
17849.55569481363,17383.93578877953,15664.328865875405
17564.719340451877,17367.083618131368,17094.026089625797
17296.306758126997,18639.505483984387,17607.08884206624
18627.126120709825,20022.550708007333,17889.630869036282
19447.725854926186,20413.977578102473,17595.67195895485
20473.983717358562,20179.62769878925,17291.745281680876
20438.05927952221,20229.752120011413,17194.31183645528
20148.82163293902,20501.58723609069,17011.62951914749
21600.0,20643.430031192973,16166.899805664263
21172.510734265925,20039.513468911573,15919.4297057833
21600.0,19573.24066249083,13585.306300065837
21600.0,19619.835482542483,11111.834045840822
21191.066480674603,19504.436158152137,14343.95199485084
20683.85425709337,19941.99635425826,12483.553558848138
20976.409352785387,19696.283087889562,9835.493630935638
20516.37051526142,19294.50844770777,9526.258345885322
19610.874182991593,19041.292860226386,10469.069015909754
19629.78609928203,19390.041860769765,14649.825993200988
19528.20951678229,19051.893017524668,15373.762422072765
18763.664055502526,19260.686391290954,15331.936630681384
18534.16466492837,18389.997216713167,15021.288578445565
18052.664198077,18718.95798823673,14877.689063821475
16322.610571383413,17311.013703595803,14795.30830313732
15813.815486170795,16083.60321860271,13026.165395060663
14663.720746975645,14381.003825516469,13173.084947661768
14027.022242551062,14405.587363766548,12693.066645216812
13231.031032120358,14972.636849485927,12649.768833829768
13656.598624988877,16614.437077535236,12596.344194910613
14326.40254386366,15920.697030638945,12338.446742010656
14666.672805263695,15577.209349260937,11977.273446320334
15050.080173936909,15665.119515311924,13221.18757789652
14113.101046751694,15368.50246882542,10966.846995397147
13663.988228314902,12531.94481099659,8080.875680048481
11623.290077527454,11946.873318672588,7745.343408398981
11658.889622968403,12334.687861934744,7811.6162278829615
12424.481249197624,13091.134230638569,8566.126310911024
11787.863359074401,12429.251468874509,8258.291918251114
11071.69590057909,12785.449087249055,8644.531103928013
11911.02541234574,12381.314365416838,8699.450204731262
10642.049309782524,11703.88691801839,7978.018721232267
8778.699475154152,9464.17675697078,6148.617768630277
7745.884066026353,6584.474052809158,4570.95191051758
8083.619405517667,7215.1926730154955,5484.397037566204
9238.43082549814,7732.506512270397,7766.147966342523
9118.5084024932,8968.175154856199,8135.568643550838
9134.216817642216,9273.80248942628,8109.522439644708
9476.048188417308,8256.62554428159,7804.665000495545
9136.369165459604,6706.080542561488,6698.392883541735
9009.43239180657,7185.305746882113,6023.409818993525
9396.206897016806,8507.713625279981,7380.163094664404
9871.376927224317,9727.991197808002,8146.825047321732
10827.041924971363,10043.340521957292,8570.743933598445
10793.011130596597,10060.48039219576,8360.949040841964
9165.255455249868,8928.18882047464,7615.354659579544
9749.163431243382,9076.908153532266,7107.527884753608
11762.481509259766,11268.79500320095,9017.647544241834
9476.724157109205,9534.358489339491,7608.166273014846
10060.741749207928,9658.449485839792,7870.369284450398
10616.706406797533,10201.946174454706,8045.438008960579
11385.416466254135,10388.646064902056,8134.236212999459
11230.380364572124,10265.231048165027,8160.029485629302
11211.083260187024,10928.023702475344,8144.343059238727
12197.361967578876,11726.469048810506,9401.410783342915
13679.487454986716,13869.368410513787,11258.023406728666
13540.481576222357,15916.049462948093,13361.6121932493
14265.708879363923,17178.83533229596,14275.455997739564
14181.806636829959,15789.368324919917,13115.924759846464
14433.386852643618,15383.578030967918,12848.69990425392
14521.281551113472,15735.05894263095,13002.44504582018
14891.375257691328,16332.794875064934,13221.039880621232
14979.53163431071,17337.585301053557,12997.389148444394
15682.645011223041,17533.833230315173,12884.94498254658
15739.288260547486,17144.69562475752,13207.54060171404
15313.53711437156,16479.475237795945,13214.130549590893
14633.031067100745,15207.51578478149,12237.79807872339
13597.146144172835,14008.507346927043,10510.71944520675
12148.759724301859,10364.405369904976,7241.944049134003
10158.991208172727,9488.48925440214,4559.260413220319
9276.395344684704,9495.992945072987,4363.9222594267385
7618.441181885794,7605.819299417463,3430.80544464497
7615.644814801066,6021.929324930524,3098.3059011362666
7590.981383925207,6343.15452355666,3713.680212297798
8465.308310567594,7039.493128859463,4016.480828693276
8849.810508186325,6140.591156169301,4182.784517066801
8846.098708678846,5844.298863151809,4793.469542949336
10249.094992563465,7698.736369997353,5898.363247584744
11456.62217075779,9004.74667937537,6164.793773001923
11024.28498996368,8247.644960005326,6105.568252958288
10218.616354827007,9367.239325104989,4415.614714139213
8898.839837064366,7590.305605742743,4688.635506634013
8392.708627729098,7000.546885259036,5121.824013775707
7069.285423864424,6486.798213560783,5410.363404888365
6346.058016634737,6597.341061020943,6218.359783152812
6949.951402596909,7000.653672328432,6568.157558200057
6983.0053736861155,7701.48942441202,7261.4129307543135
9108.487163038166,9452.607049336757,8659.961277790928
14047.736327849409,14116.663229175529,11800.06740963513
18357.956112995915,17233.099125702258,14219.661628827547
18518.62524882265,18785.227130935582,15883.35474826839
19776.418133737454,19189.54950225603,16371.759590874788
20503.857309806925,19850.98426939188,17174.179867647345
20454.439985124114,19547.210538741914,16811.746803520226
20049.6519075306,19493.41644108589,16929.63763983857
20366.024430309102,19915.06545031678,17018.576746065817
20893.17161546531,19188.525636827395,15575.999055503751
20054.764270766223,19259.346128660203,15352.263505821296
21111.091523324838,19523.132033338065,15019.339309199093
20799.914183794484,19020.70461591594,14607.25999265826
19423.180494305034,18747.696623182263,13781.305821814438
18582.75342031053,18307.935776807182,14044.428009270388
19010.06649533676,18486.897465354527,13944.17036341909
18485.26074528418,18059.450842084676,13393.663466704422
17149.053542160673,17853.59073830987,13395.600111294028
13675.280745806918,13060.722509609606,10114.412257291477
9589.769307717688,9681.866757351123,7200.131121397701
8075.384955252781,8674.402438972851,6343.025987343137
8236.884693951082,8414.467841166166,6492.617411652143
7790.580460128939,9128.671585616743,5317.730742806024
6585.270149492442,8348.07171995916,5923.064469679243
6015.232969023039,7561.378075707458,5494.585257690173
5242.047029917866,6158.736007506425,4546.942346024855
5817.076136929145,6507.284214912743,5084.998985258726
6549.140946714861,7873.365494741593,5839.339131084043
6424.328042400411,7345.938891325001,4382.901184715106
5829.503033946343,5546.957826140437,3395.567990782848
5688.6736044283225,4985.8041102696225,2631.537654732744
4928.7483512626795,3920.2977092825195,2657.380400602265
4131.533159547355,3705.868460382273,1721.4073469495272
2905.302411133295,2024.6313192586138,1430.1192998370088
1589.4146096150546,778.4876006744776,625.0488900398416
1840.652169092451,913.2395779477889,643.1848024071709
1781.446225691418,844.7503097449403,932.7629117013936
1806.6279089805837,935.5957165987896,193.272930730244
1605.6548864130023,1454.8461934930638,611.0208636306438
2809.0093201765026,2324.557241682921,1294.133155341037
2130.3211315083163,2174.112384772363,961.4244398875308
1656.216746772833,1942.5281690854035,973.6055326640871
815.9577624298403,879.9896997622853,282.9982399450638
331.4283021415767,1001.2419382842936,461.9760236654121
472.30157805416223,1370.539376636238,511.2200886189112
275.33644213231713,1200.7475376647192,601.8744798570282
0.0,970.0041053361482,301.9308120234835
0.0,441.7768055907951,219.57396952161392
0.0,309.666695527343,192.0883784594953
296.7389056258273,269.309228332706,347.35284671152715
408.0966011721859,149.3767009780346,295.33922486682445
1173.0059103823974,752.4779666025945,218.45542027649668
1215.5448067785337,2160.407486766071,1073.0135773250372
4300.747188513567,4900.162805646432,1876.9296257426497
6335.648715250775,6650.404588635299,2904.045838401219
6970.936783470584,7262.903491167509,3565.324376512203
7282.295419142243,8684.073592024135,4266.468073412522
15574.660047703088,15635.437863284844,9491.208112621936
17429.481636738525,17987.830078786727,13319.361810405097
18855.01032168846,18755.190292893403,15102.759046570034
20706.096245517965,20040.666737592855,16925.757481527802
20232.25141140834,20611.32658233623,17033.89224537107
20712.187026679956,20416.548982791017,17108.785113497102
20674.808624300607,20049.49201157343,16736.3835187054
20568.43709387091,20020.818584543806,16109.451803213124
19669.155244120837,19661.90421920841,16518.657227269803
18994.91684773563,19259.922408789764,16643.868718222482
18650.109271840985,19076.72295891556,15799.894703206784
18922.51021061901,19334.28337153761,15670.043601439214
17875.297840672483,18859.76699365548,15829.40177938007
18078.56501958793,19183.90519071958,15125.987287679847
18000.477737039488,18617.88845251752,14665.270530734811
18226.940969299434,18912.298312349238,13676.395131714557
18357.02531588181,19186.15375279538,14229.69129354704
18768.598508835308,18963.811412105042,14465.868072070089
18972.52411464759,19167.225666519684,14213.747944331915
19678.055071067523,19121.709557675476,13977.061261699895
19926.020445272086,19005.175089349315,14274.956509668817
19729.59773857421,18532.895339764003,13546.329114093314
19721.042149407593,18461.51306974242,13129.565979630388
19487.970019919074,18869.836260013053,13073.872390642671
18998.491495507922,18579.790189021205,12861.541141378244
18821.361515021174,18815.146751725304,12776.9344645237
18510.60894101251,19252.935556159424,13153.533033721476
18888.85890528611,19230.977068363976,11885.480828873146
18552.72756708753,19128.6004903428,11300.704902802754
17286.384840414983,19286.090676068765,12677.999561701115
17171.595253822554,18644.547262658787,12761.03557834801
16057.509408137663,18642.579329564756,12560.215157249766
15957.801425445958,17764.65347134997,14080.30688784016
12692.758056170605,14444.0387161088,11046.160045879717
9976.529605445106,10301.161735544814,7480.267519074912
7980.803948394151,8602.343845992205,6961.956288528539
8027.951983350829,8840.991050803294,8171.013255386361
8314.58448375941,6812.62621780001,7888.626187869443
