target,feature_family,month,test_rows,train_mean,test_mean,z_delta_vs_train,test_above_train_p90_rate,test_below_train_p10_rate
kpx_group_1,direction_conditional_top,1,744,8.489367951945377,10.80812147009485,0.4791967453431622,0.18951612903225806,0.04704301075268817
kpx_group_1,direction_conditional_top,2,672,8.489367951945377,12.075644597584182,0.7411447931135936,0.22172619047619047,0.01636904761904762
kpx_group_1,direction_conditional_top,3,744,8.489367951945377,9.378731174802097,0.18379700924873063,0.1303763440860215,0.0739247311827957
kpx_group_1,direction_conditional_top,4,720,8.489367951945377,9.764625293204581,0.26354641087254704,0.15138888888888888,0.08194444444444444
kpx_group_1,direction_conditional_top,5,744,8.489367951945377,9.034634645985717,0.11268555414923286,0.12768817204301075,0.11290322580645161
kpx_group_1,direction_conditional_top,6,720,8.489367951945377,7.877955930827276,-0.1263552371091615,0.05138888888888889,0.10277777777777777
kpx_group_1,direction_conditional_top,7,744,8.489367951945377,7.750096452868022,-0.1527788501494331,0.028225806451612902,0.06451612903225806
kpx_group_1,direction_conditional_top,8,744,8.489367951945377,7.692249180134922,-0.16473364594972253,0.0456989247311828,0.11290322580645161
kpx_group_1,direction_conditional_top,9,720,8.489367951945377,6.812670608722927,-0.34650854586689694,0.016666666666666666,0.09583333333333334
kpx_group_1,direction_conditional_top,10,744,8.489367951945377,6.204430664131716,-0.47220823734097145,0.006720430107526882,0.11155913978494623
kpx_group_1,direction_conditional_top,11,720,8.489367951945377,10.069179397558031,0.3264859749291641,0.14305555555555555,0.04583333333333333
kpx_group_1,direction_conditional_top,12,744,8.489367951945377,11.037992563580994,0.5267022171342927,0.18548387096774194,0.04435483870967742
kpx_group_1,nearest_modal,1,744,7.201238800963207,8.582052865639676,0.34097628861780704,0.1814516129032258,0.04704301075268817
kpx_group_1,nearest_modal,2,672,7.201238800963207,9.391454406534212,0.5408487699865551,0.1875,0.019345238095238096
kpx_group_1,nearest_modal,3,744,7.201238800963207,8.17668821293489,0.2408761097798185,0.1586021505376344,0.06720430107526881
kpx_group_1,nearest_modal,4,720,7.201238800963207,8.677505294512043,0.3645471775369323,0.17916666666666667,0.08055555555555556
kpx_group_1,nearest_modal,5,744,7.201238800963207,8.055751745079611,0.21101222801417222,0.1586021505376344,0.10349462365591398
kpx_group_1,nearest_modal,6,720,7.201238800963207,6.780059063430722,-0.10400553370558105,0.06944444444444445,0.10972222222222222
kpx_group_1,nearest_modal,7,744,7.201238800963207,6.680431114588675,-0.1286075196700891,0.026881720430107527,0.07123655913978495
kpx_group_1,nearest_modal,8,744,7.201238800963207,6.617531085727006,-0.144139964583467,0.05241935483870968,0.11290322580645161
kpx_group_1,nearest_modal,9,720,7.201238800963207,6.37895477631903,-0.20305366383893184,0.05138888888888889,0.10277777777777777
kpx_group_1,nearest_modal,10,744,7.201238800963207,5.850635617603945,-0.3335160559543831,0.01881720430107527,0.13306451612903225
kpx_group_1,nearest_modal,11,720,7.201238800963207,7.982677691895081,0.19296742380299875,0.14583333333333334,0.05277777777777778
kpx_group_1,nearest_modal,12,744,7.201238800963207,8.915451698901817,0.42330532893060824,0.1532258064516129,0.038978494623655914
kpx_group_1,soft_upstream,1,744,7.2229129262027385,8.999762161700266,0.43198751010455755,0.1868279569892473,0.04838709677419355
kpx_group_1,soft_upstream,2,672,7.2229129262027385,9.940077608100564,0.6605969611982406,0.20386904761904762,0.017857142857142856
kpx_group_1,soft_upstream,3,744,7.2229129262027385,8.097364640344976,0.21259666332534663,0.125,0.06720430107526881
kpx_group_1,soft_upstream,4,720,7.2229129262027385,8.746973307711006,0.3705294947392707,0.17222222222222222,0.07916666666666666
kpx_group_1,soft_upstream,5,744,7.2229129262027385,7.958862055928948,0.17892392092850887,0.1478494623655914,0.09543010752688172
kpx_group_1,soft_upstream,6,720,7.2229129262027385,6.8548018140077005,-0.08949515784575138,0.058333333333333334,0.1
kpx_group_1,soft_upstream,7,744,7.2229129262027385,6.657638123680534,-0.13742958580165507,0.030913978494623656,0.05913978494623656
kpx_group_1,soft_upstream,8,744,7.2229129262027385,6.722537601295319,-0.12165122758093214,0.05241935483870968,0.11155913978494623
kpx_group_1,soft_upstream,9,720,7.2229129262027385,5.927056478601158,-0.3150485640924951,0.043055555555555555,0.11666666666666667
kpx_group_1,soft_upstream,10,744,7.2229129262027385,5.445906765579939,-0.43202566173429896,0.01478494623655914,0.1303763440860215
kpx_group_1,soft_upstream,11,720,7.2229129262027385,8.328952801142847,0.26890036706909937,0.14583333333333334,0.044444444444444446
kpx_group_1,soft_upstream,12,744,7.2229129262027385,9.354241947717725,0.5181686205132866,0.16532258064516128,0.04435483870967742
kpx_group_1,static_corr_top,1,744,8.242593195870098,11.109331263210425,0.5629941384087229,0.21370967741935484,0.04435483870967742
kpx_group_1,static_corr_top,2,672,8.242593195870098,12.409792363739392,0.818389629600436,0.2261904761904762,0.023809523809523808
kpx_group_1,static_corr_top,3,744,8.242593195870098,9.002758010140145,0.14928756119516975,0.11290322580645161,0.06854838709677419
kpx_group_1,static_corr_top,4,720,8.242593195870098,9.79204305466387,0.30429399818464725,0.14305555555555555,0.04861111111111111
kpx_group_1,static_corr_top,5,744,8.242593195870098,8.69880207853839,0.0895941382850274,0.13440860215053763,0.11290322580645161
kpx_group_1,static_corr_top,6,720,8.242593195870098,7.752386027746248,-0.09627100759704782,0.05416666666666667,0.0763888888888889
kpx_group_1,static_corr_top,7,744,8.242593195870098,7.377703828223262,-0.1698542499939496,0.024193548387096774,0.06586021505376344
kpx_group_1,static_corr_top,8,744,8.242593195870098,7.674726621578136,-0.11152241509850579,0.04435483870967742,0.09543010752688172
kpx_group_1,static_corr_top,9,720,8.242593195870098,5.8602049824394085,-0.46787343945235227,0.015277777777777777,0.1375
kpx_group_1,static_corr_top,10,744,8.242593195870098,5.297915020155698,-0.5783006725708252,0.006720430107526882,0.13844086021505375
kpx_group_1,static_corr_top,11,720,8.242593195870098,10.269292963982192,0.39802035029312277,0.1486111111111111,0.03611111111111111
kpx_group_1,static_corr_top,12,744,8.242593195870098,11.335015587118793,0.6073159245316623,0.20026881720430106,0.041666666666666664
kpx_group_2,direction_conditional_top,1,744,8.552185825485092,11.15524583073324,0.5321732220921015,0.21236559139784947,0.04838709677419355
kpx_group_2,direction_conditional_top,2,672,8.552185825485092,12.443964920807824,0.7956407522888224,0.22321428571428573,0.017857142857142856
kpx_group_2,direction_conditional_top,3,744,8.552185825485092,9.382112763496215,0.16967142202329205,0.11155913978494623,0.0793010752688172
kpx_group_2,direction_conditional_top,4,720,8.552185825485092,9.828698877865888,0.2609721108074695,0.1486111111111111,0.08055555555555556
kpx_group_2,direction_conditional_top,5,744,8.552185825485092,9.053568233212197,0.10250331950952979,0.1303763440860215,0.11290322580645161
kpx_group_2,direction_conditional_top,6,720,8.552185825485092,7.964382180007103,-0.12017139802418199,0.05138888888888889,0.09722222222222222
kpx_group_2,direction_conditional_top,7,744,8.552185825485092,7.6866571703451845,-0.17694988678331983,0.025537634408602152,0.06048387096774194
kpx_group_2,direction_conditional_top,8,744,8.552185825485092,7.778954246578038,-0.1580805436450561,0.04435483870967742,0.11021505376344086
kpx_group_2,direction_conditional_top,9,720,8.552185825485092,6.638649470247996,-0.3912060443108472,0.015277777777777777,0.1
kpx_group_2,direction_conditional_top,10,744,8.552185825485092,6.141421870630702,-0.49285994904910224,0.006720430107526882,0.11424731182795698
kpx_group_2,direction_conditional_top,11,720,8.552185825485092,10.313424357173533,0.36007006461307023,0.14583333333333334,0.05138888888888889
kpx_group_2,direction_conditional_top,12,744,8.552185825485092,11.418210481255715,0.5859340824190721,0.1975806451612903,0.038978494623655914
kpx_group_2,nearest_modal,1,744,7.847552382017787,9.822406151451927,0.45542319193222985,0.18010752688172044,0.05241935483870968
kpx_group_2,nearest_modal,2,672,7.847552382017787,10.78972107077753,0.6784967455195222,0.18303571428571427,0.023809523809523808
kpx_group_2,nearest_modal,3,744,7.847552382017787,8.650097978271171,0.18507591942951704,0.11021505376344086,0.07258064516129033
kpx_group_2,nearest_modal,4,720,7.847552382017787,9.353721715107469,0.34733936045436214,0.1638888888888889,0.08333333333333333
kpx_group_2,nearest_modal,5,744,7.847552382017787,8.541293996363537,0.15998451392787852,0.14919354838709678,0.0967741935483871
kpx_group_2,nearest_modal,6,720,7.847552382017787,7.481481122878431,-0.08442009423293445,0.04861111111111111,0.09444444444444444
kpx_group_2,nearest_modal,7,744,7.847552382017787,7.269370623211547,-0.1333351290045021,0.033602150537634407,0.05779569892473118
kpx_group_2,nearest_modal,8,744,7.847552382017787,7.381202896928526,-0.10754536581012697,0.05510752688172043,0.11155913978494623
kpx_group_2,nearest_modal,9,720,7.847552382017787,6.334714872974387,-0.3488771158184355,0.041666666666666664,0.11944444444444445
kpx_group_2,nearest_modal,10,744,7.847552382017787,5.730013683443339,-0.48832791980396595,0.013440860215053764,0.12634408602150538
kpx_group_2,nearest_modal,11,720,7.847552382017787,9.225760124071916,0.31782999771767917,0.14027777777777778,0.04861111111111111
kpx_group_2,nearest_modal,12,744,7.847552382017787,10.186298970350759,0.5393409136740316,0.17069892473118278,0.038978494623655914
kpx_group_2,soft_upstream,1,744,7.3558478653204515,9.261942367704808,0.45425593892016475,0.1881720430107527,0.04973118279569892
kpx_group_2,soft_upstream,2,672,7.3558478653204515,10.241880075180115,0.6877923783966098,0.19791666666666666,0.020833333333333332
kpx_group_2,soft_upstream,3,744,7.3558478653204515,8.20999200645799,0.20355761391695743,0.11559139784946236,0.06317204301075269
kpx_group_2,soft_upstream,4,720,7.3558478653204515,8.882161117919754,0.3637473686527521,0.1638888888888889,0.075
kpx_group_2,soft_upstream,5,744,7.3558478653204515,8.059423543060653,0.16767449341754603,0.14919354838709678,0.09811827956989247
kpx_group_2,soft_upstream,6,720,7.3558478653204515,6.990657935148944,-0.08703120144711306,0.06111111111111111,0.09166666666666666
kpx_group_2,soft_upstream,7,744,7.3558478653204515,6.7689152242637745,-0.13987640046838057,0.03225806451612903,0.056451612903225805
kpx_group_2,soft_upstream,8,744,7.3558478653204515,6.86981490991255,-0.11583022574629877,0.04973118279569892,0.10752688172043011
kpx_group_2,soft_upstream,9,720,7.3558478653204515,5.91723315454889,-0.342847259340199,0.0375,0.11944444444444445
kpx_group_2,soft_upstream,10,744,7.3558478653204515,5.418385107746229,-0.4617315473937926,0.013440860215053764,0.12768817204301075
kpx_group_2,soft_upstream,11,720,7.3558478653204515,8.58562883184162,0.29307849475165954,0.14166666666666666,0.041666666666666664
kpx_group_2,soft_upstream,12,744,7.3558478653204515,9.62207465347993,0.5400818145027254,0.17069892473118278,0.041666666666666664
kpx_group_2,static_corr_top,1,744,8.242593195870098,11.109331263210425,0.5629941384087229,0.21370967741935484,0.04435483870967742
kpx_group_2,static_corr_top,2,672,8.242593195870098,12.409792363739392,0.818389629600436,0.2261904761904762,0.023809523809523808
kpx_group_2,static_corr_top,3,744,8.242593195870098,9.002758010140145,0.14928756119516975,0.11290322580645161,0.06854838709677419
kpx_group_2,static_corr_top,4,720,8.242593195870098,9.79204305466387,0.30429399818464725,0.14305555555555555,0.04861111111111111
kpx_group_2,static_corr_top,5,744,8.242593195870098,8.69880207853839,0.0895941382850274,0.13440860215053763,0.11290322580645161
kpx_group_2,static_corr_top,6,720,8.242593195870098,7.752386027746248,-0.09627100759704782,0.05416666666666667,0.0763888888888889
kpx_group_2,static_corr_top,7,744,8.242593195870098,7.377703828223262,-0.1698542499939496,0.024193548387096774,0.06586021505376344
kpx_group_2,static_corr_top,8,744,8.242593195870098,7.674726621578136,-0.11152241509850579,0.04435483870967742,0.09543010752688172
kpx_group_2,static_corr_top,9,720,8.242593195870098,5.8602049824394085,-0.46787343945235227,0.015277777777777777,0.1375
kpx_group_2,static_corr_top,10,744,8.242593195870098,5.297915020155698,-0.5783006725708252,0.006720430107526882,0.13844086021505375
kpx_group_2,static_corr_top,11,720,8.242593195870098,10.269292963982192,0.39802035029312277,0.1486111111111111,0.03611111111111111
kpx_group_2,static_corr_top,12,744,8.242593195870098,11.335015587118793,0.6073159245316623,0.20026881720430106,0.041666666666666664
kpx_group_3,direction_conditional_top,1,744,8.065627522347208,10.318949831410821,0.48702080277362364,0.18951612903225806,0.051075268817204304
kpx_group_3,direction_conditional_top,2,672,8.065627522347208,11.492452847885867,0.740655348902289,0.1949404761904762,0.01636904761904762
kpx_group_3,direction_conditional_top,3,744,8.065627522347208,8.912743031831427,0.18309092925212084,0.11290322580645161,0.05510752688172043
kpx_group_3,direction_conditional_top,4,720,8.065627522347208,9.40372639640374,0.2892093977023227,0.15833333333333333,0.08194444444444444
kpx_group_3,direction_conditional_top,5,744,8.065627522347208,8.580903036895128,0.11136884134831303,0.13440860215053763,0.09946236559139784
kpx_group_3,direction_conditional_top,6,720,8.065627522347208,7.544518061479467,-0.11262975870957523,0.05416666666666667,0.09444444444444444
kpx_group_3,direction_conditional_top,7,744,8.065627522347208,7.329732278774947,-0.15905238715307823,0.033602150537634407,0.06586021505376344
kpx_group_3,direction_conditional_top,8,744,8.065627522347208,7.447649633629502,-0.13356637275060584,0.06182795698924731,0.11827956989247312
kpx_group_3,direction_conditional_top,9,720,8.065627522347208,6.352346375867347,-0.3702992492371319,0.030555555555555555,0.11388888888888889
kpx_group_3,direction_conditional_top,10,744,8.065627522347208,5.7435709341312,-0.5018766552525248,0.012096774193548387,0.11693548387096774
kpx_group_3,direction_conditional_top,11,720,8.065627522347208,9.577052134407944,0.32667107805075746,0.1361111111111111,0.04722222222222222
kpx_group_3,direction_conditional_top,12,744,8.065627522347208,10.674306942437132,0.5638257519756174,0.15725806451612903,0.041666666666666664
kpx_group_3,nearest_modal,1,744,8.126009364708707,10.581257377710141,0.5219145674983577,0.1935483870967742,0.04973118279569892
kpx_group_3,nearest_modal,2,672,8.126009364708707,11.728263046529973,0.7657347292051406,0.20089285714285715,0.028273809523809524
kpx_group_3,nearest_modal,3,744,8.126009364708707,8.891084246704358,0.16263274586769152,0.09408602150537634,0.06048387096774194
kpx_group_3,nearest_modal,4,720,8.126009364708707,9.575130607178425,0.3080411764967483,0.16111111111111112,0.06111111111111111
