kst_dtm,target,year,month,hour,actual,capacity,actual_ratio,excess_kwh,same_year_month_hour_count,same_year_month_hour_p95_ratio,same_year_month_hour_max_ratio
2023-01-11 06:00:00,kpx_group_3,2023,1,6,21058.358,21000.0,1.0027789523809525,58.358000000000175,31,0.974197,1.0027789523809525
2023-02-28 02:00:00,kpx_group_3,2023,2,2,21087.284,21000.0,1.004156380952381,87.28399999999965,28,0.9288791119047618,1.004156380952381
2023-04-13 00:00:00,kpx_group_3,2023,4,0,21058.358,21000.0,1.0027789523809525,58.358000000000175,30,0.9456150452380951,1.0027789523809525
2023-04-13 02:00:00,kpx_group_3,2023,4,2,21058.358,21000.0,1.0027789523809525,58.358000000000175,30,0.829358795238095,1.0027789523809525
2023-04-13 06:00:00,kpx_group_3,2023,4,6,21000.505,21000.0,1.0000240476190476,0.5050000000010186,30,0.9250222523809524,1.0000240476190476
2023-07-14 18:00:00,kpx_group_3,2023,7,18,21072.821,21000.0,1.0034676666666666,72.82099999999991,31,0.8378300714285715,1.0034676666666666
2023-11-18 21:00:00,kpx_group_3,2023,11,21,21043.895,21000.0,1.0020902380952381,43.89500000000044,30,0.964279395238095,1.0034676666666666
2023-11-21 21:00:00,kpx_group_3,2023,11,21,21072.821,21000.0,1.0034676666666666,72.82099999999991,30,0.964279395238095,1.0034676666666666
2023-12-25 01:00:00,kpx_group_3,2023,12,1,21000.505,21000.0,1.0000240476190476,0.5050000000010186,31,0.9552571428571428,1.0000240476190476
2023-12-26 01:00:00,kpx_group_3,2023,12,1,21000.505,21000.0,1.0000240476190476,0.5050000000010186,31,0.9552571428571428,1.0000240476190476
2023-12-26 02:00:00,kpx_group_3,2023,12,2,21058.358,21000.0,1.0027789523809525,58.358000000000175,31,0.9704090238095238,1.0027789523809525
2024-01-02 11:00:00,kpx_group_3,2024,1,11,21043.895,21000.0,1.0020902380952381,43.89500000000044,31,0.9979578809523809,1.0020902380952381
2024-01-04 21:00:00,kpx_group_3,2024,1,21,21087.284,21000.0,1.004156380952381,87.28399999999965,31,0.9776405952380952,1.004156380952381
2024-01-04 22:00:00,kpx_group_3,2024,1,22,21101.747,21000.0,1.0048450952380952,101.74699999999939,31,0.9903819523809524,1.0048450952380952
2024-01-08 21:00:00,kpx_group_3,2024,1,21,21072.821,21000.0,1.0034676666666666,72.82099999999991,31,0.9776405952380952,1.004156380952381
2024-01-08 22:00:00,kpx_group_3,2024,1,22,21072.821,21000.0,1.0034676666666666,72.82099999999991,31,0.9903819523809524,1.0048450952380952
2024-01-09 01:00:00,kpx_group_3,2024,1,1,21087.284,21000.0,1.004156380952381,87.28399999999965,31,1.0034676666666666,1.004156380952381
2024-01-11 03:00:00,kpx_group_3,2024,1,3,21130.674,21000.0,1.0062225714285713,130.67399999999907,31,0.9690315714285714,1.0062225714285713
2024-01-11 04:00:00,kpx_group_3,2024,1,4,21043.895,21000.0,1.0020902380952381,43.89500000000044,31,0.970753380952381,1.0020902380952381
2024-01-11 05:00:00,kpx_group_3,2024,1,5,21130.674,21000.0,1.0062225714285713,130.67399999999907,31,0.9779849761904762,1.0062225714285713
2024-01-11 09:00:00,kpx_group_3,2024,1,9,21087.284,21000.0,1.004156380952381,87.28399999999965,31,0.9817729285714285,1.004156380952381
2024-01-14 01:00:00,kpx_group_3,2024,1,1,21072.821,21000.0,1.0034676666666666,72.82099999999991,31,1.0034676666666666,1.004156380952381
2024-01-14 03:00:00,kpx_group_3,2024,1,3,21072.821,21000.0,1.0034676666666666,72.82099999999991,31,0.9690315714285714,1.0062225714285713
2024-01-17 01:00:00,kpx_group_3,2024,1,1,21072.821,21000.0,1.0034676666666666,72.82099999999991,31,1.0034676666666666,1.004156380952381
2024-02-12 22:00:00,kpx_group_3,2024,2,22,21043.895,21000.0,1.0020902380952381,43.89500000000044,29,0.9770207523809522,1.004156380952381
