file,column,dtype,missing_rate,unique_count,is_numeric,min,max,mean,std,nonfinite_count
train/ldaps_train.csv,forecast_kst_dtm,str,0.0,26304,False,,,,,
train/ldaps_train.csv,data_available_kst_dtm,str,0.0,1096,False,,,,,
train/ldaps_train.csv,grid_id,int64,0.0,16,True,1.0,16.0,8.5,4.609777705214222,0.0
train/ldaps_train.csv,latitude,float64,0.0,16,True,37.2607,37.3032,37.28193125,0.013848649902833968,0.0
train/ldaps_train.csv,longitude,float64,0.0,16,True,128.9257,128.9958,128.96071875,0.02127413567733908,0.0
train/ldaps_train.csv,heightAboveGround_10_10u,float64,0.0,415321,True,-11.825531,18.085985,2.7389780723418724,4.332892192145386,0.0
train/ldaps_train.csv,heightAboveGround_10_10v,float64,0.0,407569,True,-17.344872,12.71147,0.4253836290666932,1.9380034256015146,0.0
train/ldaps_train.csv,heightAboveGround_50_50MUmax,float64,0.0,416783,True,-17.205416,29.133512,4.696354544956158,6.560151203691332,0.0
train/ldaps_train.csv,heightAboveGround_50_50MUmin,float64,0.0,416573,True,-19.550144,27.475353,3.6054344213807887,6.554588690341169,0.0
train/ldaps_train.csv,heightAboveGround_50_50MVmax,float64,0.0,410748,True,-24.694263,20.772963,1.145151731943227,3.0497555109320467,0.0
train/ldaps_train.csv,heightAboveGround_50_50MVmin,float64,0.0,409116,True,-27.77414,18.794529,0.15637838688970088,2.9544956939680995,0.0
train/ldaps_train.csv,heightAboveGround_5_XBLWS,float64,0.0,288811,True,-0.5353961,0.9574145,0.0249017757050547,0.08047740371904562,0.0
train/ldaps_train.csv,heightAboveGround_5_YBLWS,float64,0.0,401564,True,-6.486269,3.7117398,0.060284319421157334,0.3083957367112496,0.0
train/ldaps_train.csv,heightAboveGround_2_t,float64,0.0,336299,True,249.69829,302.91513,281.16928230689723,10.638698620106315,0.0
train/ldaps_train.csv,heightAboveGround_2_dpt,float64,0.0,356933,True,242.41481,297.35178,276.3669331810276,12.000972319132824,0.0
train/ldaps_train.csv,heightAboveGround_2_r,float64,0.0,402921,True,11.018637,110.38448,75.46901249469543,20.667000973585502,0.0
train/ldaps_train.csv,heightAboveGround_2_q,float64,0.0,158629,True,0.00024411206,0.0212492,0.007018512541118437,0.0050101919920868205,0.0
train/ldaps_train.csv,surface_0_sp,float64,0.0,242566,True,87462.81,93083.13,90673.49186373746,706.504962170388,0.0
train/ldaps_train.csv,meanSea_0_prmsl,float64,0.0,249781,True,98038.98,103395.07,101454.27011576662,760.8344306520229,0.0
train/ldaps_train.csv,etc_0_blh,float64,0.0,333885,True,11.922593,3850.206,340.2303032404957,292.9049715831668,0.0
train/ldaps_train.csv,surface_0_NDNSW,float64,0.0,210207,True,0.0,948.9419,151.7969045045035,231.1277280477951,0.0
train/ldaps_train.csv,surface_0_NDNLW,float64,0.0,410834,True,-179.58722,18.440361,-65.38109961152634,40.76850738434633,0.0
train/ldaps_train.csv,heightAboveGround_2_SWDIR,float64,0.0,81644,True,0.0,946.0156,120.16005941054863,215.97908197991637,0.0
train/ldaps_train.csv,heightAboveGround_2_SWDIF,float64,0.0,211026,True,0.0,541.08984,60.20988830945562,84.06217326960869,0.0
train/ldaps_train.csv,etc_0_hcc,float64,0.0,28768,True,0.0,1.0000072,0.27482312435274364,0.36779204367266494,0.0
train/ldaps_train.csv,etc_0_mcc,float64,0.0,30696,True,0.0,1.0000057,0.18156691945141729,0.3233289613938746,0.0
train/ldaps_train.csv,etc_0_lcc,float64,0.0,32293,True,0.0,1.0000029,0.296137405909207,0.3831114865729934,0.0
train/ldaps_train.csv,etc_0_VLCDC,float64,0.0,30785,True,0.0,1.0,0.16756426146932332,0.31620523621654406,0.0
train/ldaps_train.csv,surface_0_avg_lsprate,float64,0.0,11849,True,0.0,0.024531364,4.370679954146171e-05,0.00034870601088490724,0.0
train/ldaps_train.csv,surface_0_lssrate,float64,0.0,11070,True,0.0,0.0015860796,6.50928852456929e-06,5.057007455198746e-05,0.0
train/ldaps_train.csv,surface_0_ncpcp,float64,0.0,11696,True,0.0,88.31055,0.1569661877611485,1.2551826055158135,0.0
train/ldaps_train.csv,surface_0_snol,float64,0.0,11089,True,0.0,5.7109375,0.02324236108301256,0.18188365031404544,0.0
train/ldaps_train.csv,surface_0_SNOM,float64,0.0,12443,True,-2.36061e-18,6.6069336,0.013421057294818687,0.13200358227015785,0.0
train/ldaps_train.csv,surface_0_lsm,float64,0.0,1,True,1.0,1.0,1.0,0.0,0.0
train/ldaps_train.csv,surface_0_h,float64,0.0,16,True,868.8125,1001.25,943.52734375,43.36864552501532,0.0
train/gfs_train.csv,forecast_kst_dtm,str,0.0,26304,False,,,,,
train/gfs_train.csv,data_available_kst_dtm,str,0.0,1096,False,,,,,
train/gfs_train.csv,grid_id,int64,0.0,9,True,1.0,9.0,5.0,2.5819943507974203,0.0
train/gfs_train.csv,latitude,float64,0.0,3,True,37.0,37.5,37.25,0.204124576355191,0.0
train/gfs_train.csv,longitude,float64,0.0,3,True,128.75,129.25,129.0,0.204124576355191,0.0
train/gfs_train.csv,heightAboveGround_10_10u,float64,0.0,227517,True,-17.183594,17.827602,1.2377089642884522,2.3127440082926527,0.0
train/gfs_train.csv,heightAboveGround_10_10v,float64,0.0,223114,True,-24.243887,15.46408,0.1775622045928363,1.7322294693359817,0.0
train/gfs_train.csv,heightAboveGround_80_u,float64,0.0,228589,True,-21.81385,25.659668,1.9280024280985906,3.4303031784028075,0.0
train/gfs_train.csv,heightAboveGround_80_v,float64,0.0,225464,True,-30.727304,19.62365,0.2225792106993941,2.3625938738015044,0.0
train/gfs_train.csv,heightAboveGround_100_100u,float64,0.0,228467,True,-22.420181,27.14945,2.0256167199897965,3.5970855644016595,0.0
train/gfs_train.csv,heightAboveGround_100_100v,float64,0.0,225361,True,-31.509785,20.112705,0.22853165390264674,2.449770869340082,0.0
train/gfs_train.csv,heightAboveGround_2_2t,float64,0.0,187091,True,251.10165,308.4,283.5624523172648,10.391815490839466,0.0
train/gfs_train.csv,heightAboveGround_2_2d,float64,0.0,142555,True,243.31473,298.7771,277.6538833734202,11.748487417262062,0.0
train/gfs_train.csv,heightAboveGround_2_2r,float64,0.0,879,True,11.4,100.0,70.32830874898622,21.529325551826435,0.0
train/gfs_train.csv,heightAboveGround_2_2sh,float64,0.0,230598,True,0.00034117704,0.020928776,0.007175687323131801,0.005043510589080567,0.0
train/gfs_train.csv,planetaryBoundaryLayer_0_u,float64,0.0,199989,True,-28.42416,40.64356,2.5623346782171397,4.974870588084263,0.0
train/gfs_train.csv,planetaryBoundaryLayer_0_v,float64,0.0,192551,True,-35.50895,29.517832,0.10942968188060197,2.9921908390430207,0.0
train/gfs_train.csv,planetaryBoundaryLayer_0_VRATE,float64,0.0,870,True,0.0,80000.0,3497.8999269184173,6531.401961452552,0.0
train/gfs_train.csv,surface_0_dswrf,float64,0.0,57673,True,0.0,938.32,179.50584230701827,245.1377630754225,0.0
train/gfs_train.csv,surface_0_dlwrf,float64,0.0,166325,True,128.26337,447.8611,303.3819582495269,71.79725774368602,0.0
train/gfs_train.csv,surface_0_prate,float64,0.0,5743,True,0.0,0.0091256,4.0997326811300346e-05,0.00021056771175685787,0.0
train/gfs_train.csv,surface_0_tp,float64,0.0,1581,True,0.0,228.625,2.3261655388280618,8.970586588900687,0.0
train/gfs_train.csv,surface_0_sp,float64,0.0,204786,True,90569.836,103344.33,95444.0770418652,2745.633734963223,0.0
train/gfs_train.csv,meanSea_0_prmsl,float64,0.0,165322,True,98440.04,103858.49,101635.37755867295,785.0042683008478,0.0
train/gfs_train.csv,surface_0_gust,float64,0.0,168893,True,0.018209688,30.510489,4.373324686707223,4.03105062731468,0.0
train/gfs_train.csv,lowCloudLayer_0_lcc,float64,0.0,1001,True,0.0,100.0,26.590304812111384,37.83449100715987,0.0
train/gfs_train.csv,middleCloudLayer_0_mcc,float64,0.0,1001,True,0.0,100.0,26.962360604217352,39.87837396217593,0.0
train/gfs_train.csv,highCloudLayer_0_hcc,float64,0.0,1001,True,0.0,100.0,38.629378294809406,44.074616049006615,0.0
train/gfs_train.csv,atmosphere_0_tcc,float64,0.0,1001,True,0.0,100.0,55.90401417612868,43.47885768608287,0.0
train/gfs_train.csv,isobaricInhPa_850_t,float64,0.0,206893,True,247.10553,297.82675,279.12171234569314,10.177393174628865,0.0
train/gfs_train.csv,isobaricInhPa_850_u,float64,0.0,228857,True,-29.702671,46.64678,5.229534295839383,7.133121574733461,0.0
train/gfs_train.csv,isobaricInhPa_850_v,float64,0.0,227641,True,-40.439484,35.66771,-0.4200386689432423,4.70832272326591,0.0
train/gfs_train.csv,isobaricInhPa_850_r,float64,0.0,986,True,1.5,100.0,60.35148519870235,28.42794448009041,0.0
train/gfs_train.csv,isobaricInhPa_700_t,float64,0.0,202993,True,242.83926,290.17392,272.1421482950206,9.185209325609717,0.0
train/gfs_train.csv,isobaricInhPa_700_u,float64,0.0,229222,True,-27.79229,44.007008,9.16016341392022,7.887911641920309,0.0
train/gfs_train.csv,isobaricInhPa_700_v,float64,0.0,227970,True,-29.96846,39.108986,-1.2562164671362086,6.631065505979046,0.0
train/gfs_train.csv,isobaricInhPa_500_gh,float64,0.0,206326,True,5048.8926,5973.196,5662.886422573246,159.12712845712596,0.0
train/gfs_train.csv,isobaricInhPa_500_t,float64,0.0,194697,True,229.76521,275.67087,257.2519832848405,9.00005633564754,0.0
train/gfs_train.csv,isobaricInhPa_500_u,float64,0.0,220608,True,-23.023571,71.96049,17.260607034472297,11.266290531472547,0.0
train/gfs_train.csv,isobaricInhPa_500_v,float64,0.0,217507,True,-40.966904,39.756546,-0.8885161632829283,8.421184124160625,0.0
test/ldaps_test.csv,forecast_kst_dtm,str,0.0,8760,False,,,,,
test/ldaps_test.csv,data_available_kst_dtm,str,0.0,365,False,,,,,
test/ldaps_test.csv,grid_id,int64,0.0,16,True,1.0,16.0,8.5,4.609788673412767,0.0
test/ldaps_test.csv,latitude,float64,0.0,16,True,37.2607,37.3032,37.28193125,0.01384868285339068,0.0
test/ldaps_test.csv,longitude,float64,0.0,16,True,128.9257,128.9958,128.96071875,0.02127418629560289,0.0
test/ldaps_test.csv,heightAboveGround_10_10u,float64,0.0,139387,True,-11.614317,16.215715,3.2738722297119756,4.287096649386612,0.0
test/ldaps_test.csv,heightAboveGround_10_10v,float64,0.0,138486,True,-9.490688,11.067608,0.4950761788215013,1.8457601117258267,0.0
test/ldaps_test.csv,heightAboveGround_50_50MUmax,float64,0.00034246575342465754,139524,True,-16.755417,25.433338,5.533797237660031,6.509341705714998,48.0
test/ldaps_test.csv,heightAboveGround_50_50MUmin,float64,0.00034246575342465754,139493,True,-17.76794,23.169157,4.442301784456161,6.530851557671659,48.0
test/ldaps_test.csv,heightAboveGround_50_50MVmax,float64,0.00034246575342465754,138890,True,-12.326637,18.977125,1.28009557237511,2.895415708651268,48.0
test/ldaps_test.csv,heightAboveGround_50_50MVmin,float64,0.00034246575342465754,138691,True,-15.162205,16.067867,0.28878759405019777,2.8171381741395654,48.0
test/ldaps_test.csv,heightAboveGround_5_XBLWS,float64,0.0,101812,True,-0.77820444,0.713279,0.028033779126922377,0.08706963282244207,0.0
test/ldaps_test.csv,heightAboveGround_5_YBLWS,float64,0.00011415525114155251,137923,True,-1.9003611,3.1633148,0.06631709639098979,0.28338052260739427,16.0
test/ldaps_test.csv,heightAboveGround_2_t,float64,0.00011415525114155251,128603,True,253.04515,303.52997,281.1591403497117,11.120384262045894,16.0
test/ldaps_test.csv,heightAboveGround_2_dpt,float64,0.00011415525114155251,131837,True,242.87035,296.6564,276.3955112400816,12.51785323591087,16.0
test/ldaps_test.csv,heightAboveGround_2_r,float64,0.00011415525114155251,136901,True,18.229977,113.077354,75.49034458429188,20.3644675656341,16.0
test/ldaps_test.csv,heightAboveGround_2_q,float64,0.00011415525114155251,60388,True,0.00024414062,0.01996088,0.007159066943676789,0.005127176397453297,16.0
test/ldaps_test.csv,surface_0_sp,float64,0.00034246575342465754,114808,True,87766.59,92739.15,90614.37007790909,741.7833665947546,48.0
test/ldaps_test.csv,meanSea_0_prmsl,float64,0.00034246575342465754,115706,True,98824.47,103203.39,101398.86636421576,783.2339912854909,48.0
test/ldaps_test.csv,etc_0_blh,float64,0.00034246575342465754,122213,True,11.858371,3183.5596,357.7423671104402,300.09660013822923,48.0
test/ldaps_test.csv,surface_0_NDNSW,float64,0.0,72443,True,0.0,916.18195,156.6647686576426,235.0841027827892,0.0
test/ldaps_test.csv,surface_0_NDNLW,float64,0.0,138594,True,-163.02718,11.947685,-66.33684870631876,40.21002888801622,0.0
test/ldaps_test.csv,heightAboveGround_2_SWDIR,float64,0.0,43132,True,0.0,949.90625,126.0684047025339,221.70244467942402,0.0
test/ldaps_test.csv,heightAboveGround_2_SWDIF,float64,0.0,72505,True,0.0,526.9885,60.058311205654384,83.53491518159228,0.0
