turbine,group,source,grid_id,distance_km_approx,bearing_proxy_dx_km,bearing_proxy_dy_km
VESTAS_01,1,ldaps,1,2.404984112805366,0.5529333333329305,-2.340558333333213
VESTAS_01,1,ldaps,2,2.4856583147833162,-0.9782666666678779,-2.285058333333737
VESTAS_01,1,ldaps,3,3.3502632940596095,-2.500666666668394,-2.229558333333472
VESTAS_01,1,ldaps,4,2.305087099839554,2.1369333333329905,-0.8642583333338933
VESTAS_01,1,ldaps,5,1.0104468876919286,0.6057333333321822,-0.8087583333336283
VESTAS_01,1,ldaps,6,1.1794391758448648,-0.9166666666683341,-0.7421583333337836
VESTAS_01,1,ldaps,7,2.5423514478753755,-2.4478666666666413,-0.6866583333335186
VESTAS_01,1,ldaps,8,4.028812775436458,-3.9790666666674497,-0.6311583333332536
VESTAS_01,1,ldaps,9,2.292484805367665,2.189733333332242,0.67864166666606
VESTAS_01,1,ldaps,10,0.9921178178579608,0.667333333331726,0.734141666666325
VESTAS_01,1,ldaps,11,1.170384372551864,-0.8638666666665813,0.78964166666659
VESTAS_01,1,ldaps,12,2.539804869378027,-2.3950666666673897,0.8451416666660663
VESTAS_01,1,ldaps,13,4.019664226796769,-3.917466666667906,0.9006416666663313
VESTAS_01,1,ldaps,14,2.3776214279220826,0.7201333333334787,2.2659416666666985
VESTAS_01,1,ldaps,15,2.4590487082432264,-0.8110666666673296,2.321441666666175
VESTAS_01,1,ldaps,16,3.330903536757704,-2.333466666667846,2.37694166666644
VESTAS_01,1,gfs,1,29.94162864902597,17.651333333332786,-24.185358333333568
VESTAS_01,1,gfs,2,24.573206129634976,-4.348666666667214,-24.185358333333568
VESTAS_01,1,gfs,3,35.76567897891619,-26.348666666667214,-24.185358333333568
VESTAS_01,1,gfs,4,18.007671661160405,17.651333333332786,3.5646416666664322
VESTAS_01,1,gfs,5,5.62295047012838,-4.348666666667214,3.5646416666664322
VESTAS_01,1,gfs,6,26.588698827187358,-26.348666666667214,3.5646416666664322
VESTAS_01,1,gfs,7,35.946854537722025,17.651333333332786,31.314641666666432
VESTAS_01,1,gfs,8,31.615149604098097,-4.348666666667214,31.314641666666432
VESTAS_01,1,gfs,9,40.925041451693865,-26.348666666667214,31.314641666666432
VESTAS_02,1,ldaps,1,2.1308493713545773,0.46126666666759775,-2.080324999999654
VESTAS_02,1,ldaps,2,2.290125240768119,-1.0699333333332106,-2.0248250000001775
VESTAS_02,1,ldaps,3,3.255523470463361,-2.592333333333727,-1.9693249999999125
VESTAS_02,1,ldaps,4,2.1325951182555105,2.0452666666676578,-0.604025000000334
VESTAS_02,1,ldaps,5,0.7517607421268029,0.5140666666668494,-0.548525000000069
VESTAS_02,1,ldaps,6,1.1175812349610206,-1.0083333333336668,-0.4819250000002242
VESTAS_02,1,ldaps,7,2.575085985307903,-2.539533333331974,-0.4264249999999592
VESTAS_02,1,ldaps,8,4.087597732988338,-4.070733333332782,-0.3709249999996942
VESTAS_02,1,ldaps,9,2.298558244509606,2.0980666666669094,0.9388749999996193
VESTAS_02,1,ldaps,10,1.1489881425565567,0.5756666666663932,0.9943749999998843
VESTAS_02,1,ldaps,11,1.4196060956243153,-0.955533333331914,1.0498750000001493
VESTAS_02,1,ldaps,12,2.721340949188882,-2.4867333333327224,1.1053749999996256
VESTAS_02,1,ldaps,13,4.17382089338635,-4.009133333333239,1.1608749999998906
VESTAS_02,1,ldaps,14,2.6031769977739265,0.628466666668146,2.526175000000258
VESTAS_02,1,ldaps,15,2.7349539807341414,-0.9027333333326624,2.581674999999734
VESTAS_02,1,ldaps,16,3.5827313135467875,-2.4251333333331786,2.637174999999999
VESTAS_02,1,gfs,1,29.67749146592578,17.559666666667454,-23.92512500000001
VESTAS_02,1,gfs,2,24.33368378147315,-4.440333333332546,-23.92512500000001
VESTAS_02,1,gfs,3,35.658138384432824,-26.440333333332546,-23.92512500000001
VESTAS_02,1,gfs,4,17.971409577718077,17.559666666667454,3.8248749999999916
VESTAS_02,1,gfs,5,5.86056557652323,-4.440333333332546,3.8248749999999916
VESTAS_02,1,gfs,6,26.71555531040598,-26.440333333332546,3.8248749999999916
VESTAS_02,1,gfs,7,36.129138167275684,17.559666666667454,31.57487499999999
VESTAS_02,1,gfs,8,31.88556556463643,-4.440333333332546,31.57487499999999
VESTAS_02,1,gfs,9,41.18329707591854,-26.440333333332546,31.57487499999999
VESTAS_03,1,ldaps,1,1.9113784459195284,0.4769111111108941,-1.8509249999999255
VESTAS_03,1,ldaps,2,2.0820845304317843,-1.0542888888899142,-1.7954250000004492
VESTAS_03,1,ldaps,3,3.109126024425038,-2.5766888888904305,-1.7399250000001842
VESTAS_03,1,ldaps,4,2.094683388611759,2.060911111110954,-0.3746250000006057
VESTAS_03,1,ldaps,5,0.6184129905320253,0.5297111111101458,-0.3191250000003407
VESTAS_03,1,ldaps,6,1.0243046938053386,-0.9926888888903704,-0.25252500000049594
VESTAS_03,1,ldaps,7,2.5315674934871506,-2.5238888888886777,-0.19702500000023093
VESTAS_03,1,ldaps,8,4.057557790398056,-4.055088888889486,-0.14152499999996593
VESTAS_03,1,ldaps,9,2.415086155161802,2.113711111110206,1.1682749999993476
VESTAS_03,1,ldaps,10,1.3591446136249916,0.5913111111096896,1.2237749999996126
VESTAS_03,1,ldaps,11,1.587430517875024,-0.9398888888886177,1.2792749999998776
VESTAS_03,1,ldaps,12,2.808541364732956,-2.471088888889426,1.334774999999354
VESTAS_03,1,ldaps,13,4.228571636062391,-3.9934888888899422,1.390274999999619
VESTAS_03,1,ldaps,14,2.8298538308686796,0.6441111111114424,2.755574999999986
VESTAS_03,1,ldaps,15,2.9477227400847843,-0.887088888889366,2.8110749999994624
VESTAS_03,1,ldaps,16,3.744714800396318,-2.409488888889882,2.8665749999997274
VESTAS_03,1,gfs,1,29.502185409355207,17.57531111111075,-23.69572500000028
VESTAS_03,1,gfs,2,24.105295165981648,-4.42468888888925,-23.69572500000028
VESTAS_03,1,gfs,3,35.49297911066674,-26.42468888888925,-23.69572500000028
VESTAS_03,1,gfs,4,18.036870749327772,17.57531111111075,4.05427499999972
VESTAS_03,1,gfs,5,6.001251331104432,-4.42468888888925,4.05427499999972
VESTAS_03,1,gfs,6,26.73389849330265,-26.42468888888925,4.05427499999972
VESTAS_03,1,gfs,7,36.33735638331358,17.57531111111075,31.80427499999972
VESTAS_03,1,gfs,8,32.1105867283528,-4.42468888888925,31.80427499999972
VESTAS_03,1,gfs,9,41.34943882509404,-26.42468888888925,31.80427499999972
VESTAS_04,1,ldaps,1,1.6055893374009012,0.5915555555543506,-1.492641666666266
VESTAS_04,1,ldaps,2,1.7170637297575446,-0.9396444444464578,-1.4371416666667898
VESTAS_04,1,ldaps,3,2.8232244936422006,-2.462044444446974,-1.3816416666665248
VESTAS_04,1,ldaps,4,2.175616929832344,2.1755555555544106,-0.016341666666946253
VESTAS_04,1,ldaps,5,0.6455443106729659,0.6443555555536022,0.03915833333331875
VESTAS_04,1,ldaps,6,0.88439067809057,-0.878044444446914,0.10575833333316353
VESTAS_04,1,ldaps,7,2.414635178067204,-2.4092444444452212,0.16125833333342854
VESTAS_04,1,ldaps,8,3.9464017275025585,-3.9404444444460296,0.21675833333369354
VESTAS_04,1,ldaps,9,2.7011014099872885,2.2283555555536623,1.526558333333007
VESTAS_04,1,ldaps,10,1.7324207965981018,0.705955555553146,1.582058333333272
VESTAS_04,1,ldaps,11,1.8337463532772778,-0.8252444444451612,1.637558333333537
VESTAS_04,1,ldaps,12,2.9015990315390985,-2.3564444444459696,1.6930583333330134
VESTAS_04,1,ldaps,13,4.254749166435387,-3.878844444446486,1.7485583333332784
VESTAS_04,1,ldaps,14,3.2049685978425457,0.7587555555548988,3.1138583333336456
VESTAS_04,1,ldaps,15,3.2621316136574645,-0.7724444444459095,3.169358333333122
VESTAS_04,1,ldaps,16,3.9580326292586845,-2.2948444444464258,3.224858333333387
VESTAS_04,1,gfs,1,29.28430827427123,17.689955555554207,-23.33744166666662
VESTAS_04,1,gfs,2,23.732102027805404,-4.3100444444457935,-23.33744166666662
VESTAS_04,1,gfs,3,35.16894400197112,-26.310044444445793,-23.33744166666662
VESTAS_04,1,gfs,4,18.231982848899158,17.689955555554207,4.412558333333379
VESTAS_04,1,gfs,5,6.168237524460929,-4.3100444444457935,4.412558333333379
VESTAS_04,1,gfs,6,26.677501939158073,-26.310044444445793,4.412558333333379
VESTAS_04,1,gfs,7,36.70646654341106,17.689955555554207,32.16255833333338
VESTAS_04,1,gfs,8,32.45006381593371,-4.3100444444457935,32.16255833333338
VESTAS_04,1,gfs,9,41.55296135311881,-26.310044444445793,32.16255833333338
VESTAS_05,1,ldaps,1,1.6008756002667173,0.8824444444433084,-1.3357000000001733
VESTAS_05,1,ldaps,2,1.435198875023425,-0.6487555555575,-1.280200000000697
VESTAS_05,1,ldaps,3,2.492750797097756,-2.171155555558016,-1.224700000000432
VESTAS_05,1,ldaps,4,2.470448655108079,2.4664444444433684,0.14059999999914652
VESTAS_05,1,ldaps,5,0.9555822208792093,0.93524444444256,0.19609999999941152
VESTAS_05,1,ldaps,6,0.6432440722013546,-0.5871555555579562,0.2626999999992563
VESTAS_05,1,ldaps,7,2.142120794856299,-2.1183555555562634,0.3181999999995213
VESTAS_05,1,ldaps,8,3.668638363629935,-3.649555555557072,0.3736999999997863
VESTAS_05,1,ldaps,9,3.029977693127785,2.51924444444262,1.6834999999990998
VESTAS_05,1,ldaps,10,2.004450010953847,0.9968444444421038,1.7389999999993648
VESTAS_05,1,ldaps,11,1.8723691168550207,-0.5343555555562034,1.7944999999996298
VESTAS_05,1,ldaps,12,2.772908176101244,-2.0655555555570118,1.8499999999991061
VESTAS_05,1,ldaps,13,4.062555269612185,-3.587955555557528,1.9054999999993711
